gene_symbol	uniprot_id	uniprot_name	label_source	surfaceome_label	internal_compartment_hint	uniprot_subcellular	has_cell_membrane_uniprot	has_gpi_uniprot	max_tpm_gtex	max_ntpm_hpa_tissue	max_tpm_hpa_celline	max_tpm_tcga	max_expression_any
SLC37A1	P57057	GLPT_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	34.9029	43.1	117.7	186.1719936802022	186.1719936802022
PTPRD	P23468	PTPRD_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	62.9549	39.1	91.9	185.19382821922648	185.19382821922648
TLR2	O60603	TLR2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	184.217	66.0	102.1	179.20808917218014	184.217
IL21R	Q9HBE5	IL21R_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	71.4559	22.9	159.1	183.91459409826484	183.91459409826484
UNC5B	Q8IZJ1	UNC5B_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	56.575	26.2	183.7	183.04976592680023	183.7
EFNB2	P52799	EFNB2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	42.8845	14.5	104.0	182.07538385033104	182.07538385033104
IL5RA	Q01344	IL5RA_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	1.43924	10.1	101.6	181.72235049693504	181.72235049693504
SIGLEC11	Q96RL6	SIG11_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	104.552	52.6	9.2	181.3951467530517	181.3951467530517
FNDC9	Q8TBE3	FNDC9_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	32.5756	27.1	2.0	180.06724818778815	180.06724818778815
MUC22	E2RYF6	MUC22_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	1.68409	16.7	4.5	177.99487532853163	177.99487532853163
LRTM1	Q9HBL6	LRTM1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	9.98228	73.1	10.9	177.69901587181528	177.69901587181528
CACNA1G	O43497	CAC1G_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	31.0963	19.3	177.2	143.19029702781057	177.2
TMEM150B	A6NC51	T150B_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	28.7434	60.2	58.0	176.2759463650907	176.2759463650907
HIDE1	A8MVS5	HIDE1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	175.034	0.0	0.0	114.79272726612652	175.034
GGT7	Q9UJ14	GGT7_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein)	False	False	161.906	80.2	135.4	173.74067004532202	173.74067004532202
BTN2A2	Q8WVV5	BT2A2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	26.0415	34.4	173.4	150.34055283654268	173.4
PTPRG	P23470	PTPRG_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	30.9209	25.0	102.4	172.87574456398366	172.87574456398366
TNFRSF9	Q07011	TNR9_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	1.86495	9.2	172.4	50.379725764691536	172.4
ABCA6	Q8N139	ABCA6_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	61.7011	72.9	51.4	171.86019245312673	171.86019245312673
SLC39A9	Q9NUM3	S39A9_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	48.7401	41.3	135.2	171.8006402228397	171.8006402228397
ATP13A5	Q4VNC0	AT135_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	3.93031	33.4	92.4	169.84695055123117	169.84695055123117
P2RX3	P56373	P2RX3_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	8.7022	3.9	168.8	64.35933810958498	168.8
TMEM108	Q6UXF1	TM108_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	7.5264	32.3	116.9	168.65034339649802	168.65034339649802
TMEM184A	Q6ZMB5	T184A_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	108.456	88.1	124.3	167.10271533629054	167.10271533629054
IL12RB2	Q99665	I12R2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	5.78973	6.2	77.0	167.06797070814292	167.06797070814292
SLC12A4	Q9UP95	S12A4_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	107.126	40.7	75.7	166.32847051436653	166.32847051436653
LRP12	Q9Y561	LRP12_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein);Membrane, coated pit	False	False	0.0	17.3	166.3	0.0	166.3
IL3RA	P26951	IL3RA_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	53.1202	26.8	134.5	165.9599487978181	165.9599487978181
BTLA	Q7Z6A9	BTLA_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	58.7955	26.8	125.1	165.76450385336642	165.76450385336642
CNTNAP1	P78357	CNTP1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	164.548	72.7	76.7	136.15341930844264	164.548
CACNG7	P62955	CCG7_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	134.076	78.7	151.1	161.79139660195926	161.79139660195926
LRFN4	Q6PJG9	LRFN4_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	58.4007	35.4	108.6	161.7577563166686	161.7577563166686
CEACAM20	Q6UY09	CEA20_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.0	35.6	159.5	0.0	159.5
PRTG	Q2VWP7	PRTG_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	12.0543	10.0	158.9	34.90976340490527	158.9
SIGLEC12	Q96PQ1	SIG12_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	24.4164	16.1	158.2	73.06863015564088	158.2
TMEM161A	Q9NX61	T161A_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	51.6777	30.1	60.3	158.1545090416278	158.1545090416278
LRRC37B	Q96QE4	LR37B_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	27.7201	20.0	36.9	156.99674203662732	156.99674203662732
SHISA6	Q6ZSJ9	SHSA6_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	21.1299	16.6	38.8	156.71405822722616	156.71405822722616
GPR155	Q7Z3F1	GP155_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	30.6398	65.2	74.1	155.94470404328513	155.94470404328513
NPR2	P20594	ANPRB_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	55.1511	10.5	47.0	155.90147270666668	155.90147270666668
SLC24A3	Q9HC58	NCKX3_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	81.9711	38.3	65.3	154.29961479869095	154.29961479869095
MFSD7	Q6UXD7	MFSD7_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	35.1777	0.0	0.0	154.0431409001746	154.0431409001746
FAM187B	Q17R55	F187B_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	153.794	65.2	0.6	48.060174506744936	153.794
MEGF9	Q9H1U4	MEGF9_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	65.9842	63.2	101.8	151.5752594874399	151.5752594874399
SLC18A3	Q16572	VACHT_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	4.47005	5.2	60.0	150.9566438094357	150.9566438094357
TMEM132E	Q6IEE7	T132E_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	27.8135	12.7	58.9	150.54911501436607	150.54911501436607
OTOP2	Q7RTS6	OTOP2_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	30.6442	18.8	7.5	150.49694736097612	150.49694736097612
CACNG3	O60359	CCG3_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	105.473	67.4	46.9	150.15309392157144	150.15309392157144
ADAM18	Q9Y3Q7	ADA18_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	14.6372	8.7	4.1	150.02825118518209	150.02825118518209
NIPAL4	Q0D2K0	NIPA4_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	84.0236	63.0	78.2	149.6024878158394	149.6024878158394
SCN7A	Q01118	SCN7A_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	124.704	37.4	136.3	148.09614309497942	148.09614309497942
SLC19A1	P41440	S19A1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	19.9208	44.8	130.6	147.84998042285878	147.84998042285878
ASTN1	O14525	ASTN1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	33.7946	37.4	22.8	147.1547392516287	147.1547392516287
VSIG10	Q8N0Z9	VSI10_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	23.4497	23.1	62.6	146.33084953236985	146.33084953236985
IGDCC3	Q8IVU1	IGDC3_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	10.9914	6.3	101.6	144.31625571782433	144.31625571782433
SLC37A3	Q8NCC5	SPX3_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	53.521	41.1	122.3	144.05640388123476	144.05640388123476
SLC5A11	Q8WWX8	SC5AB_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	91.5336	78.1	15.4	143.84686515645538	143.84686515645538
SLC6A7	Q99884	SC6A7_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	143.447	67.7	13.0	43.979740810373485	143.447
KIAA1324L	A8MWY0	K132L_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	19.575	0.0	0.0	143.30944974774266	143.30944974774266
SEMA4F	O95754	SEM4F_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	13.7499	6.6	143.3	50.56865391595848	143.3
SLC22A23	A1A5C7	S22AN_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	22.2012	25.5	106.9	142.26035502322034	142.26035502322034
DCBLD1	Q8N8Z6	DCBD1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	31.416	9.4	136.8	141.3692621093519	141.3692621093519
KIAA0247	Q92537	K0247_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	79.8144	0.0	0.0	141.0819659140277	141.0819659140277
TMEM182	Q6ZP80	TM182_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	22.2675	141.0	58.6	75.91857442009072	141.0
CLEC17A	Q6ZS10	CL17A_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein)	False	False	109.392	17.1	65.0	140.4477525070588	140.4477525070588
ADAM17	P78536	ADA17_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	24.4124	17.9	65.3	140.20265242578466	140.20265242578466
KCNMB3	Q9NPA1	KCMB3_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	2.96673	8.4	139.8	35.76954018275867	139.8
CD101	Q93033	IGSF2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	3.27372	6.3	24.2	139.2457649189529	139.2457649189529
CEACAM19	Q7Z692	CEA19_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	32.0056	13.1	106.0	139.07213994985773	139.07213994985773
MFSD6	Q6ZSS7	MFSD6_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	50.4958	60.6	120.5	137.7672850112103	137.7672850112103
CR1	P17927	CR1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	36.6875	25.7	32.7	137.48110157022322	137.48110157022322
PCNXL2	A6NKB5	PCX2_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	33.0413	0.0	0.0	136.54090736211035	136.54090736211035
HIAT1	Q96MC6	HIAT1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	76.5364	0.0	0.0	135.83292193858352	135.83292193858352
TLR8	Q9NR97	TLR8_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	49.339	15.8	14.5	135.8140926637563	135.8140926637563
SLC2A14	Q8TDB8	GTR14_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	68.1372	76.4	33.6	135.7576204984925	135.7576204984925
TMEM245	Q9H330	TM245_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	71.2017	69.4	98.3	135.194188703868	135.194188703868
PTPRQ	Q9UMZ3	PTPRQ_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	4.20189	7.8	26.6	134.7264488840158	134.7264488840158
KCNMB2	Q9Y691	KCMB2_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	36.0443	33.4	131.5	134.00929257638532	134.00929257638532
TMEM63C	Q9P1W3	CSC1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	89.6384	53.9	79.8	133.2682382623847	133.2682382623847
LRRC37A3	O60309	L37A3_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	20.77	27.9	38.1	133.22205866678254	133.22205866678254
MPL	P40238	TPOR_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	2.81101	1.9	79.6	132.65075936648603	132.65075936648603
LMBR1	Q8WVP7	LMBR1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	17.0318	26.6	54.5	132.4210904344204	132.4210904344204
TMEM104	Q8NE00	TM104_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	18.3616	14.7	46.3	132.274311043436	132.274311043436
SORCS1	Q8WY21	SORC1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	69.4932	10.1	107.6	132.23764162356892	132.23764162356892
TMEM194A	O14524	T194A_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	40.0753	0.0	0.0	131.917217511988	131.917217511988
PCSK5	Q92824	PCSK5_HUMAN	machine learning	surface	False	Secreted;Endomembrane system (Single- pass type I membrane protein)	False	False	13.3403	24.4	49.0	130.96967400673068	130.96967400673068
SLC6A16	Q9GZN6	S6A16_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	129.274	88.0	63.0	30.61894953480855	129.274
ABCA9	Q8IUA7	ABCA9_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	96.0266	32.4	33.5	129.22924973388788	129.22924973388788
PIEZO2	Q9H5I5	PIEZ2_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	7.27361	5.3	67.8	129.18446970250122	129.18446970250122
SCN4A	P35499	SCN4A_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	82.8223	128.7	75.8	46.09916470628419	128.7
TRHDE	Q9UKU6	TRHDE_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein)	False	False	8.56524	11.1	103.6	128.66615392530895	128.66615392530895
SLC35A5	Q9BS91	S35A5_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	34.6934	33.7	55.7	128.58591220912828	128.58591220912828
SDK1	Q7Z5N4	SDK1_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	22.1508	11.8	42.9	128.4522872040305	128.4522872040305
RPRML	Q8N4K4	RPRML_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	36.874	47.2	128.3	63.38094380371357	128.3
TPRA1	Q86W33	TPRA1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	37.116	35.3	95.7	127.30882925674156	127.30882925674156
SIGLEC8	Q9NYZ4	SIGL8_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	9.18819	8.8	127.1	120.44143747167033	127.1
ITGA9	Q13797	ITA9_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	44.1608	21.3	54.2	127.09721864020877	127.09721864020877
LRRC37A2	A6NM11	L37A2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	12.4971	6.5	3.0	126.81561819045876	126.81561819045876
MFSD11	O43934	MFS11_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	20.3157	33.2	77.3	126.37686602246114	126.37686602246114
KLRC3	Q07444	NKG2E_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein)	False	False	4.99079	4.7	126.0	44.15997133801659	126.0
PCNX	Q96RV3	PCX1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	28.317	0.0	0.0	125.91344592618526	125.91344592618526
C1ORF159	Q96HA4	CA159_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	42.1318	22.4	125.9	57.819132108410955	125.9
BTNL3	Q6UXE8	BTNL3_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	86.8731	108.6	18.3	125.38217868572691	125.38217868572691
KIAA0922	A2VDJ0	T131L_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	124.276	0.0	0.0	123.91339643465638	124.276
NRXN3	Q9HDB5	NRX3B_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	82.9358	123.6	97.6	116.01661043936436	123.6
NRXN3	Q9Y4C0	NRX3A_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	82.9358	123.6	97.6	116.01661043936436	123.6
LTK	P29376	LTK_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	28.9563	14.3	51.8	122.90401719586828	122.90401719586828
C16ORF52	Q8NHV5	CP052_HUMAN	machine learning	surface	False		False	False	21.2336	0.0	0.0	122.83588307548676	122.83588307548676
CNTNAP3B	Q96NU0	CNT3B_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	2.58581	9.6	121.5	55.671771497150075	121.5
MAMDC4	Q6UXC1	AEGP_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	103.454	31.0	17.3	121.32122066669324	121.32122066669324
ABCG5	Q9H222	ABCG5_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	89.6683	59.6	4.6	121.01047094409516	121.01047094409516
PTPRT	O14522	PTPRT_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	16.6328	13.8	47.4	120.74235637091432	120.74235637091432
LRTM2	Q8N967	LRTM2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	19.6528	9.4	51.0	120.40804836621578	120.40804836621578
KLRC1	P26715	NKG2A_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein)	False	False	3.90669	6.2	43.2	119.94157161825758	119.94157161825758
VSTM1	Q6UX27	VSTM1_HUMAN	machine learning	surface	False	Membrane (Single- pass membrane protein);Secreted	False	False	26.7064	40.6	17.6	119.66753023427074	119.66753023427074
SHISA8	B8ZZ34	SHSA8_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	119.46	57.1	17.5	48.81898680240054	119.46
UNC5C	O95185	UNC5C_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	12.0094	11.1	86.3	118.6433838074718	118.6433838074718
ATRNL1	Q5VV63	ATRN1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	24.5439	17.2	118.5	109.43169321100407	118.5
P2RX6	O15547	P2RX6_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	31.4034	31.7	25.7	116.70217492019036	116.70217492019036
SHISA9	B4DS77	SHSA9_HUMAN	machine learning	surface	False	Cell junction, synapse;Cell projection, dendritic spine membrane (Single-pass type I membrane protein)	False	False	7.05004	12.2	115.5	85.30054694693985	115.5
CD164L2	Q6UWJ8	C16L2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	25.5582	28.3	40.4	114.8882497253738	114.8882497253738
ICOSLG	O75144	ICOSL_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	2.97055	15.9	114.8	74.04243906951065	114.8
ELFN2	Q5R3F8	PPR29_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	24.117	17.3	59.2	114.60192054253966	114.60192054253966
LRP1B	Q9NZR2	LRP1B_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	4.87	9.4	19.3	114.459023660526	114.459023660526
CEACAM21	Q3KPI0	CEA21_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	20.6523	16.5	21.0	113.82607903602342	113.82607903602342
SLC9A2	Q9UBY0	SL9A2_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	26.4102	24.9	67.6	113.66839052481396	113.66839052481396
SELP	P16109	LYAM3_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	24.7749	13.4	49.2	112.9928153882247	112.9928153882247
TMEM106A	Q96A25	T106A_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	15.9917	20.4	32.9	111.96368883813103	111.96368883813103
SIGLEC7	Q9Y286	SIGL7_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	25.9901	18.2	41.6	111.48355162291269	111.48355162291269
SLC6A5	Q9Y345	SC6A5_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	1.15964	0.9	54.3	111.0978443755444	111.0978443755444
TMEM87B	Q96K49	TM87B_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	30.8966	28.5	43.8	110.89011761921118	110.89011761921118
SORCS2	Q96PQ0	SORC2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	33.5514	16.6	69.3	110.63675674046551	110.63675674046551
RAET1E	Q8TD07	N2DL4_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein);Secreted	False	False	23.9852	37.6	93.8	110.36867318731026	110.36867318731026
DPP10	Q8N608	DPP10_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein)	False	False	15.7803	20.3	86.1	109.84968074887284	109.84968074887284
TNFSF15	O95150	TNF15_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein);Secreted	False	False	5.23079	8.9	109.7	87.86298329052111	109.7
C11ORF87	Q6NUJ2	CK087_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	27.2987	18.0	109.6	54.62818519482745	109.6
TLR10	Q9BXR5	TLR10_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	89.7709	44.9	96.9	109.21951088489196	109.21951088489196
ADAM22	Q9P0K1	ADA22_HUMAN	machine learning	surface	False	Cell projection, axon;Membrane (Single-pass type I membrane protein)	False	False	82.3036	48.2	75.6	108.84163662342424	108.84163662342424
IL20RA	Q9UHF4	I20RA_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	37.4852	35.5	90.4	108.50266769764627	108.50266769764627
CATSPERD	Q86XM0	CTSRD_HUMAN	machine learning	surface	False	Cell projection, cilium, flagellum membrane (Single-pass type I membrane protein)	False	False	26.5814	8.1	5.9	107.15731568817792	107.15731568817792
TMEM132C	Q8N3T6	T132C_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	39.592	28.6	51.7	106.68299903392256	106.68299903392256
MYADML2	A6NDP7	MADL2_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	18.8301	78.7	105.6	35.38973943851812	105.6
KREMEN2	Q8NCW0	KREM2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.0	7.5	105.2	0.0	105.2
ELFN1	P0C7U0	ELFN1_HUMAN	machine learning	surface	False	Cell projection, dendrite;Membrane (Single-pass type I membrane protein)	False	False	6.98543	13.2	105.0	103.75133534531956	105.0
NTRK3	Q16288	NTRK3_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	33.4065	66.9	87.3	104.87203725350918	104.87203725350918
CLEC9A	Q6UXN8	CLC9A_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein)	False	False	5.10548	7.0	103.1	85.30054694693985	103.1
PLD5	Q8N7P1	PLD5_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	11.244	26.1	103.1	71.74865551431631	103.1
MEGF8	Q7Z7M0	MEGF8_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	52.4999	39.9	65.1	102.64972452313135	102.64972452313135
ACVR1C	Q8NER5	ACV1C_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	9.90605	29.3	32.9	101.60909983972944	101.60909983972944
CD226	Q15762	CD226_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	34.4611	58.7	101.5	61.25163487275249	101.5
SLC24A2	Q9UI40	NCKX2_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	31.2161	25.6	16.1	101.369917226964	101.369917226964
SLC22A15	Q8IZD6	S22AF_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	16.3722	29.0	72.1	101.25755560024987	101.25755560024987
TMPRSS13	Q9BYE2	TMPSD_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein)	False	False	41.8975	36.8	79.9	101.06122235434697	101.06122235434697
SIDT1	Q9NXL6	SIDT1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	43.5844	10.6	36.2	100.4814683966976	100.4814683966976
ADAM2	Q99965	ADAM2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	56.6755	35.6	7.9	100.36313459229105	100.36313459229105
CEACAM4	O75871	CEAM4_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	99.804	33.1	6.2	93.3504159346595	99.804
ABCC9	O60706	ABCC9_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	19.8826	28.4	41.1	99.5731945744441	99.5731945744441
BMPR2	Q13873	BMPR2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	44.0685	21.8	58.6	98.39992688877088	98.39992688877088
LY75	O60449	LY75_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.0	73.1	97.8	0.0	97.8
INSRR	P14616	INSRR_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	5.44131	3.8	96.9	62.899518306896056	96.9
ABCA13	Q86UQ4	ABCAD_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	1.89774	42.1	89.9	96.46174769184276	96.46174769184276
PKD1L2	Q7Z442	PK1L2_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	5.69886	8.1	36.3	95.25248686534088	95.25248686534088
ABCA12	Q86UK0	ABCAC_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	36.6112	19.6	95.2	90.60282171195844	95.2
